Identifier	label	type	Category	Group	NumTargets
DB01118	Amiodarone	Drug	Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Agents causing hyperkalemia, BSEP/ABCB11 Substrates, Cardiovascular Agents, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Inhibitors (moderate), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C8 Substrates with a Narrow Therapeutic Index, Potassium Channel Blockers, Cytochrome P-450 CYP2C8 Substrates, Antiarrhythmic agents, Antiarrhythmics, Class III, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index, Membrane Transport Modulators, Cytochrome P-450 CYP2A6 Inhibitors (moderate), Cytochrome P-450 CYP2C19 Substrates, Calcium Channel Blockers, Narrow Therapeutic Index Drugs, Photosensitizing Agents, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2D6 Substrates, Sodium Channel Blockers, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Inhibitors, Highest Risk QTc-Prolonging Agents, QTc Prolonging Agents, BSEP/ABCB11 Inhibitors, Enzyme Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2A6 Inhibitors, Hypotensive Agents, Benzofurans, Cytochrome P-450 CYP1A2 Inhibitors, BSEP/ABCB11 Substrates with Narrow Therapeutic Index, Cytochrome P-450 CYP2C9 Inhibitors, Drugs causing inadvertant photosensitivity, Bradycardia-Causing Agents, P-glycoprotein inducers, Cytochrome P-450 CYP2C9 Substrates, Heterocyclic Compounds, Fused-Ring, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Agents Causing Muscle Toxicity, alpha-Galactosidase, antagonists & inhibitors, OCT2 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, P-glycoprotein inhibitors, Vasodilating Agents, Cardiac Therapy	approved, investigational	8
DB01117	Atovaquone	Drug	Miscellaneous Antiprotozoals, Enzyme Inhibitors, Antiparasitic Products, Insecticides and Repellents, Antiprotozoals, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Antibiotics for Pneumocystis Pneumonia, Antimalarials, Cytochrome P-450 CYP3A4 Substrates, Anti-Infective Agents, Naphthalenes, Quinones, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Inhibitors, Naphthoquinones, P-glycoprotein inhibitors, Antiparasitic Agents	approved	3
DB02448	N-Tridecanoic Acid	Drug	0	experimental	3
DB03779	Glucosaminyl-(Alpha-6)-D-Myo-Inositol	Drug	0	experimental	1
DB13101	4SC-202	Drug	Benzoates, Acids, Carbocyclic, Amides, Benzene Derivatives	investigational	0
DB14432	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (formaldehyde inactivated)	Drug	0	approved	0
DB13102	AZD-8418	Drug	0	investigational	0
DB14433	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	Drug	0	approved	0
DB14430	Neisseria meningitidis group y capsular oligosaccharide diphtheria crm197 protein conjugate antigen	Drug	Actively Acquired Immunity, Inactivated Meningococcal Vaccine	approved	0
DB13100	Biguanide	Drug	0	approved, investigational	0
DB14431	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (propiolactone inactivated)	Drug	0	approved	0
DB14436	Influenza A virus A/Hong Kong/4801/2014 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	Drug	0	approved	0
DB13105	Resolvin E1	Drug	Biological Factors, Autacoids, Inflammation Mediators, Fatty Acids, Oils, Eicosanoids, Lipids, Dietary Fats, Unsaturated, Fatty Acids, Unsaturated, Physiological Phenomena, Dietary Fats, Food and Beverages, Fish Oils, Fats, Fatty Acids, Omega-3, Diet, Food, and Nutrition, Food	investigational	0
DB14437	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (UV, formaldehyde inactivated)	Drug	0	approved	0
DB13106	Glycovir	Drug	Acids, Acyclic, Fatty Acids, Fatty Acids, Volatile, Lipids	investigational	0
DB14434	Influenza A virus A/Singapore/gp2050/2015 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	Drug	0	approved	0
DB13103	GPX-150	Drug	Carbohydrates, Anthracyclines, Naphthacenes, Glycosides	investigational	0
DB14435	Influenza B virus B/Hong Kong/259/2010 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	Drug	0	approved	0
DB13104	X-396	Drug	Enzyme Inhibitors, Protein Kinase Inhibitors, Antineoplastic Agents	investigational	0
DB13109	PKI-179	Drug	Oxazines	investigational	0
DB14438	Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)	Drug	0	approved	0
DB13107	QGC-001	Drug	Gases, Sulfides, Anions, Sulfur Compounds, Acids, Noncarboxylic, Acids, Sulfur Acids, Hydrogen Sulfide, Electrolytes, Ions, Glutamyl Aminopeptidase, antagonists & inhibitors	investigational	0
DB03780	2-Aminoquinazolin-4(3h)-One	Drug	0	experimental	1
DB14439	Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (UV, formaldehyde inactivated)	Drug	0	approved	0
DB03781	2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid	Drug	0	experimental	1
DB13108	Mephedrone	Drug	Street Drugs, Amines, Ethylamines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Sympathomimetics, Agents that produce hypertension, Amphetamines, Agents producing tachycardia, Designer Drugs, Phenethylamines	investigational	0
DB02450	2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid	Drug	0	experimental	2
DB01123	Proflavine	Drug	Heterocyclic Compounds, Fused-Ring, Acridines, Aminoacridines, Anti-Infective Agents, Anti-Infective Agents, Local	approved	4
DB02454	5-(6-Amino-9h-Purin-9-Yl)-4-Hydroxytetrahydrofuran-3-Yl Dihydrogen Phosphate	Drug	0	experimental	0
DB01122	Ambenonium	Drug	Autonomic Agents, Enzyme Inhibitors, Amines, Ammonium Compounds, Cholinesterase Inhibitors, Nervous System, Quaternary Ammonium Compounds, Parasympathomimetics, Onium Compounds, Peripheral Nervous System Agents, Neurotransmitter Agents, Benzylammonium Compounds, Cholinergic Agents, Nitrogen Compounds	approved	1
DB03787	(5-Hydroxy-6-methyl-4-{[(E)-(3-oxo-1,2-oxazolidin-4-ylidene)amino]methyl}-3-pyridinyl)methyl dihydrogen phosphate	Drug	0	experimental	1
DB02453	Antimonous acid	Drug	0	experimental	1
DB01121	Phenacemide	Drug	Acids, Acyclic, Anticonvulsants, Fatty Acids, Nervous System, Central Nervous System Depressants, Fatty Acids, Volatile, Amides, Lipids, Acetamides, Acetates, Benzene Derivatives	approved	1
DB03788	GC-24	Drug	0	experimental	1
DB02452	Thymidine 5'-triphosphate	Drug	Carbohydrates, Pyrimidines, Deoxyribonucleotides, Nucleic Acids, Nucleotides, and Nucleosides, Glycosides, Nucleotides, Pyrimidine Nucleotides	experimental	10
DB03789	2,3-Dimethylimidazolium Ion	Drug	0	experimental	0
DB02451	B-nonylglucoside	Drug	0	experimental	14
DB01120	Gliclazide	Drug	Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Sulfur Compounds, Cytochrome P-450 Substrates, Alimentary Tract and Metabolism, Hypoglycemia-Associated Agents, Sulfonylureas, Drugs Used in Diabetes, Blood Glucose Lowering Agents, Sulfones	approved	2
DB01127	Econazole	Drug	Enzyme Inhibitors, Cytochrome P-450 Enzyme Inhibitors, Genito Urinary System and Sex Hormones, Antifungals for Dermatological Use, Anti-Infective Agents, Cytochrome P-450 CYP3A4 Inhibitors (strong), Cytochrome P-450 CYP2E1 Inhibitors (strength unknown), Antifungals for Topical Use, Antifungal Agents, Hormone Antagonists, Steroid Synthesis Inhibitors, Chemically-Induced Disorders, Cytochrome P-450 CYP2E1 Inhibitors, Hormones, Hormone Substitutes, and Hormone Antagonists, Gynecological Antiinfectives and Antiseptics, Dermatologicals, Azole Antifungals, Cytochrome P-450 CYP3A Inhibitors, Imidazoles, Cytochrome P-450 CYP3A4 Inhibitors, Antifungal Agents (Vaginal), Imidazole and Triazole Derivatives, Imidazole Derivatives, P-glycoprotein inhibitors, 14-alpha Demethylase Inhibitors	approved	2
DB03782	N-(1-adamantyl)-N'-(4-guanidinobenzyl)urea	Drug	0	experimental	1
DB02458	S-(2,4-dinitrophenyl)glutathione	Drug	Oligopeptides, Peptides, Amino Acids, Peptides, and Proteins, Haptens	experimental	2
DB02457	Undecyl-Phosphinic Acid Butyl Ester	Drug	0	experimental	1
DB01126	Dutasteride	Drug	Enzyme Inhibitors, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Substrates, Steroid Synthesis Inhibitors, Adrenergic alpha-Antagonists, Hormones, Hormone Substitutes, and Hormone Antagonists, Genito Urinary System and Sex Hormones, Urologicals, 5-alpha Reductase Inhibitors, Fused-Ring Compounds, Azasteroids, Cytochrome P-450 CYP3A Substrates, Adrenergic Antagonists, Agents that produce hypertension, Hormone Antagonists, Drugs Used in Benign Prostatic Hypertrophy, Steroids	approved, investigational	2
DB03783	Phenacetin	Drug	Analgesics, Non-Narcotic, Cytochrome P-450 CYP2E1 Substrates, Amines, Cytochrome P-450 Substrates, Sensory System Agents, Nervous System, Aniline Compounds, Amides, Cytochrome P-450 CYP3A4 Substrates, OAT1/SLC22A6 inhibitors, Peripheral Nervous System Agents, Anilides, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Analgesics, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2A6 Substrates, Central Nervous System Agents, Cytochrome P-450 CYP2D6 Substrates, Acetanilides	withdrawn	1
DB01125	Anisindione	Drug	Indans, Indenes	approved	1
DB02456	Aracytidine 5'-monophosphate	Drug	0	experimental	1
DB03784	Elaidamide	Drug	0	experimental	1
DB01124	Tolbutamide	Drug	Cytochrome P-450 CYP2C18 Substrates, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors, Hypoglycemia-Associated Agents, Blood Glucose Lowering Agents, Drugs that are Mainly Renally Excreted, OAT1/SLC22A6 inhibitors, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Sulfur Compounds, Alimentary Tract and Metabolism, Sulfonylureas, Drugs Used in Diabetes, Diagnostic Agents, Cytochrome P-450 CYP2C8 Substrates, Tests for Diabetes, Sulfones, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)	approved, investigational	2
DB02455	Fluoresceinylthioureido	Drug	0	experimental	0
DB03785	Mevinolinic acid	Drug	Naphthalenes	experimental	1
DB01129	Rabeprazole	Drug	Acids, Acyclic, Benzimidazoles, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP1A2 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Anti-Ulcer Agents, Cytochrome P-450 CYP3A4 Substrates, Acetates, Drugs that are Mainly Renally Excreted, Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord), Antiinflammatory and Antirheumatic Products, Non-Steroids, Alimentary Tract and Metabolism, Acid Reducers, Cytochrome P-450 CYP2C8 Inhibitors (moderate), Drugs for Acid Related Disorders, Proton Pump Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C19 Substrates, Gastric Acid Lowering Agents, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Inducers, 2-Pyridinylmethylsulfinylbenzimidazoles, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Inhibitors, Enzyme Inhibitors, Proton-pump Inhibitors, Fatty Acids, Cytochrome P-450 CYP2C19 Inhibitors, Lipids, Butylpyrazolidines, Pyrazolones, Cytochrome P-450 Enzyme Inducers, Sulfur Compounds, Fatty Acids, Volatile, Musculo-Skeletal System, Cytochrome P-450 CYP2C9 Inhibitors, Gastrointestinal Agents, Pyridines, Hydroxy Acids, Pyrazoles, BCRP/ABCG2 Inhibitors, Sulfoxides, Antiinflammatory Preparations, Non-Steroids for Topical Use, Topical Products for Joint and Muscular Pain, Heterocyclic Compounds, Fused-Ring, Antiinflammatory and Antirheumatic Products, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors	approved, investigational	1
DB02459	4-guanidinobenzoic acid	Drug	Acids, Carbocyclic, Amidines, Benzene Derivatives	experimental	1
DB01128	Bicalutamide	Drug	Cytochrome P-450 CYP2D6 Inhibitors, Endocrine Therapy, Androgen Receptor Antagonists, Amines, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Aniline Compounds, Amides, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Hormone Antagonists and Related Agents, Cytochrome P-450 CYP3A4 Substrates, Hormones and Related Agents, Sulfur Compounds, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Hormone Antagonists, Benzene Derivatives, Sulfones, Hormones, Hormone Substitutes, and Hormone Antagonists, Antineoplastic and Immunomodulating Agents, Androgen Receptor Inhibitor, Antineoplastic Agents, Cytochrome P-450 CYP3A Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, Antiandrogens, P-glycoprotein inhibitors, Antiandrogens, non-steroidal, Cytochrome P-450 CYP3A4 Inhibitors (weak)	approved	1
DB13112	Dolcanatide	Drug	Enzyme Activators, Guanylyl Cyclase C Agonists, Amino Acids, Peptides, and Proteins, Gastrointestinal Agents	investigational	0
DB14443	Vibrio cholerae CVD 103-HgR strain live antigen	Drug	Live vaccines, Vaccines, Live Attenuated Cholera Vaccine	approved, investigational	0
DB14444	Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated)	Drug	0	approved	0
DB13113	JNJ-38877605	Drug	0	investigational	0
DB14441	Influenza B virus B/Brisbane/46/2015 hemagglutinin antigen (propiolactone inactivated)	Drug	0	approved	0
DB13110	Antimony	Drug	Metalloids, Metals, Metals, Heavy, Elements	investigational	0
DB13111	Chromanol	Drug	Antioxidants, Heterocyclic Compounds, Fused-Ring, Protective Agents, Benzopyrans, Compounds used in a research, industrial, or household setting, Pyrans	investigational	0
DB14442	Influenza B virus B/Phuket/3073/2013 BVR-1B hemagglutinin antigen (propiolactone inactivated)	Drug	0	approved	0
DB14447	Influenza A virus A/Uruguay/716/2007(H3N2) live (attenuated) antigen	Drug	0	approved	0
DB13116	Norflurane	Drug	Complex Mixtures, Investigative Techniques, Aerosol Propellants, Colloids, Aerosols, Hydrocarbons, Halogenated, Pharmaceutical Preparations, Central Nervous System Agents, Anesthetics	approved, experimental	0
DB13117	Pentafluoropropane	Drug	Hydrocarbons, Halogenated	approved, investigational	0
DB14445	Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (formaldehyde inactivated)	Drug	Actively Acquired Immunity, Influenza Vaccines, Vaccines, Inactivated Influenza A Virus Vaccine	approved	0
DB13114	Amitriptylinoxide	Drug	Narrow Therapeutic Index Drugs, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Central Nervous System Depressants, Antidepressive Agents, Tricyclic, Agents that produce hypertension, Antidepressive Agents, Benzocycloheptenes, Dibenzocycloheptenes, Agents that reduce seizure threshold, Neurotoxic agents	approved, investigational	0
DB13115	Saroglitazar	Drug	Acids, Carbocyclic	investigational	0
DB14446	Influenza A virus A/South Dakota/6/2007 (H1N1) live (attenuated) antigen	Drug	0	approved	0
DB03790	L-methionine sulfone	Drug	Amino Acids, Neutral, Sulfur Compounds, Amino Acids, Essential, Amino Acids, Sulfur, Amino Acids, Peptides, and Proteins, Amino Acids	experimental	1
DB13118	Paquinimod	Drug	Heterocyclic Compounds, Fused-Ring	investigational	0
DB14449	Influenza A virus A/Perth/16/2009 (H3N2) live (attenuated) antigen	Drug	Live Attenuated Influenza A Virus Vaccine, Actively Acquired Immunity, Influenza Vaccines, Vaccines	approved	0
DB03791	GW-3965	Drug	Amines, Benzyl Compounds, Acids, Carbocyclic, Ligands, Benzene Derivatives	experimental	1
DB13119	GSK-364735	Drug	Heterocyclic Compounds, Fused-Ring	investigational	1
DB03792	5-Aminouracil	Drug	Pyrimidines, Pyrimidinones	experimental	1
DB02461	S-Methyl Phosphocysteine	Drug	0	experimental	1
DB01130	Prednicarbate	Drug	Corticosteroids, Dermatological Preparations, Pregnadienetriols, Corticosteroids, Cytochrome P-450 Substrates, Immunosuppressive Agents, Hormones, Hormone Substitutes, and Hormone Antagonists, Pregnadienes, Anti-Inflammatory Agents, Adrenal Cortex Hormones, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A4 Inducers, Dermatologicals, Hormones, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Fused-Ring Compounds, Cytochrome P-450 Enzyme Inducers, Corticosteroids, Potent (Group III), Cytochrome P-450 CYP3A Substrates, Pregnanes, Corticosteroid Hormone Receptor Agonists, Steroids	approved, investigational	1
DB02460	Hydrogenobyrinic acid	Drug	Biological Factors, Heterocyclic Compounds, Fused-Ring, Pigments, Biological, Porphyrins	experimental	1
DB01134	Desoxycorticosterone pivalate	Drug	Hydroxycorticosteroids, Cytochrome P-450 Substrates, Pregnenediones, Cytochrome P-450 CYP3A Substrates, Hormones, Hormone Substitutes, and Hormone Antagonists, Adrenal Cortex Hormones, Pregnanes, Hormones, Cytochrome P-450 CYP3A4 Substrates, Fused-Ring Compounds, Pregnenes, Steroids	experimental, vet_approved	1
DB03797	3-Aminomethyl-Pyridinium-Adenine-Dinucleotide	Drug	0	experimental	0
DB02465	Methoxy arachidonyl fluorophosphonate	Drug	Fatty Acids, Essential, Biological Factors, Phospholipases A, antagonists & inhibitors, Autacoids, Enzyme Inhibitors, Fatty Acids, Unsaturated, Inflammation Mediators, Fatty Acids, Eicosanoids, Organophosphorus Compounds, Lipids	experimental	1
DB01133	Tiludronic acid	Drug	Organophosphonates, Phospholipases A, antagonists & inhibitors, Musculo-Skeletal System, Drugs for Treatment of Bone Diseases, Bone Density Conservation Agents, Organophosphorus Compounds, Drugs Affecting Bone Structure and Mineralization, Bisphosphonates, Drugs that are Mainly Renally Excreted	approved, investigational, vet_approved	6
DB02464	Benzylamine	Drug	Amines, Benzyl Compounds, Benzene Derivatives	experimental	2
DB03798	2'-Deoxycytidine-5'-Monophosphate	Drug	0	experimental	2
DB03799	Trifluoromethionine	Drug	Amino Acids, Neutral, Sulfur Compounds, Amino Acids, Essential, Amino Acids, Sulfur, Amino Acids, Peptides, and Proteins, Amino Acids	experimental	2
DB01132	Pioglitazone	Drug	OATP1B1/SLCO1B1 Inhibitors, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A4 Inducers, Hypoglycemia-Associated Agents, OATP1B3 inhibitors, Peroxisome Proliferator Receptor gamma Agonist, Peroxisome Proliferator-activated Receptor Activity, Blood Glucose Lowering Agents, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Enzyme Inducers, Sulfur Compounds, Cytochrome P-450 CYP3A Substrates, Alimentary Tract and Metabolism, Thiazoles, Cytochrome P-450 CYP2C8 Inhibitors (moderate), Drugs Used in Diabetes, Cytochrome P-450 CYP2C8 Substrates, Thiazolidinediones	approved, investigational	2
